product name,asin,brand name,mrp,sale price,discount percentage,product description,date first available,number of reviews,seller name
SSWW - Anti Pollution Bike/Scooter Driving/Protection/Reusable/Dust/Cotton/Mouth Nose & Face Mask for Filtering the Air | 2 ply Surgical Tie Face Anti-Pollution Mask Pack of 10,B07K1XYC54,SSWW,,,,Bike/Scooter Driving/Protection Mouth Nose and Face Mask for Filtering the Air. It comes in a Pack of 10.,30-10-18 0:00,0,
IndyCare Disposable Surgeon Cap pack of 100,B07YN2MT1K,IndyCare,250,250,,,01-10-19 0:00,0,IndyCare
face mask 3 ply free size Pack of 20 pc,B07MCYF9DF,SKY,,,,,20-12-18 0:00,0,
M-Care Non Woven Disposable Surgeon Gown 40GSM SIZE: Medium 10 Pcs.,B07HH9DDY1,M-Care,7000,2499,64%,These products are fabricated using the finest grade raw material and sophisticated technology. The offered products are designed with high precision under the supervision of our experts in order to meet the international quality standards. These products are highly appreciated by our clients for their features like fine finish Hygienic Skin friendly These Are Widely Used In Clinics And Other Health And Hospitality Sectors Or In Home & Kitchen Or Resturant,18-09-18 0:00,0,Shree Mahavir Disposable
3M 1530-3 Micropore Tape 7.5 cm x 9.14 m - Pack of 4 DL Reqd,B01MDK4RC5,3M,825,483,41%,,10-10-16 0:00,1,saijyot
Generic Disposable Mask With Earloop/ Tie 4Ply - 100 Pcs Green,B075HB6K9L,Generic,,,,Tie Mask Spun bonded Nonwoven Disposable Facemask with Tie . Additional Features: 1. Single-use 2. without glass fibers 3. Hypoallergenic 4. Good air permeability 5. Designed with adjustable mask nose 6. Easy to Use 7. Perfect fitting of the disposable mask over the face 8. Repel contamination of dangerous blood and saliva continually 9. Inner cover of the disposable face mask has excellent property of sweat-absorbing while outer cover is water resistant. 11. Suitable for factory surgery electronic food pharmacy and beauty parlor use.,09-09-17 0:00,0,
VMC Ambu Bag Manual Silicone Resuscitator For Adults PVC Ambu Bag Oxygen Tube CPR-First Aid KitMulticolor,B07VR68XHT,VMC,2550,1850,27%,"Ambu bag as a manual resuscitator or ""self-inflating bag"" is a hand-held device commonly used to provide positive pressure ventilation to patients who are not breathing or not breathing adequately.",26-07-19 0:00,0,VEENA MEDICARE
RICHBELLS Disposable Surgical Face 2 Layered Mask Blue - 100 PIECES,B084FWLLS1,RICHBELLS,,,,RICHBELLS Mask A surgical mask covers the userâ€™s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical laser isolation dental or medical procedure masks with or without a face SHEILD,03-02-20 0:00,7,
VINAYAKAMART Disposable Surgical Face Mask 2 Ply 30 Pcs,B085J3G85D,VINAYAKAMART,1300,950,27%,Facemasks help limit the spread of germs 3PLY surgical face mask is a premium protective face mask used all over the world in various applications Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others.f someone is ill face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. Made of Non-Woven Fabric It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more.,05-03-20 0:00,0,VINAYAKAMART
Finishing Washable Reusable Dust Pollution Face Mask for Men Women and Kids Pack of 3,B07WZPXT1T,Finishing,,,,HEALTHY BREATHING: face mask for dust pollution coming with active carbon filters our allergy mask separation of 98% of the dust chemicals particulates gas pollen smoke and fumes. The dustproof mask can be used for anti-dust anti-vehicle exhaust anti-pollen allergy anti PM2.5 and haze day protection. It is suitable for cycling running biking hiking skiing scotty bike ride woodworking and other outdoor activities,26-08-19 0:00,33,
MJ Ragav Disposable Surgical Air Pollution Face Mask 3 Play Anti-Pollution Mask PinkBluePack of 5 Any Colour Will be Sent,B085JY4DWQ,MJ Ragav,499,188,62%,Disposable Surgical Air Pollution Face Mask 3 PLAY Anti-pollution Mask (Pink Blue)(Pack Of 5 any colour will be sent),16-01-19 0:00,0,MJ Ragav
3M 9004GV Anti Pollution Mask Pack of 5 Grey,B01G0PNC1C,3M,,,,Anti-pollution mask. The 3M 9004GV is composed of three layers of filters. The outermost layer filters out the largest dust particles. The innermost layer preserves the respirator S shape and the middle layer is composed of electrostatic filter media. Grey color of the mask does not allow the mask to get dirty easily outdoors. These 3 layers helps in purifying the polluted air by upto 95 percent. The cool flow valve makes it more comfortable while using it for long hours and warm or hot conditions.,22-05-16 0:00,2364,
Your Safety Needs 2 Ply Disposable Air Pollution Face Mask 100 Pcs,B074WMZGL3,Your Safety Needs,,,,"ïƒ¼ This Are The Most Common And Affordable Mask. Despite Being Very Affordable They Are Always Among The Top Performing Masks For Air Pollution. One Of The Great Advantage Of This Masks Is To Be Foldable So That You Can Always Take One With You Without It Taking Much Space. This Face Masks Have Been On The Market For Many Years And Are Especially Suitable In The ""Urban Environment"" When Biking In The City And Having To Get Through Heavy Traffic Where Vehicles Are The Source Of Pollution. ïƒ¼ The Mask Come With Two Valves For An Easier Breathing As Well As With Multi Layer Bacterial Filter. This Are Also Used By Healthcare Workers Involved In Treating And Caring For Individuals Injured Or Sick As Well As The Patient Can Be Exposed To Biological Aerosols Capable Of Transmitting Diseases. These Diseases Which May Be Caused By A Variety Of Microorganisms Can Pose Significant Risks To Life And Health. This Disposable Face Mask Helps Us To Reduce The Risk Of Contaminations From Secretion Of The Mouth And Nose.",17-08-17 0:00,8,
M-Care 2-Ply Disposable Surgical Face Mask Elastic/Ear Loop Blue 100 Pcs.,B07HHC7L2D,M-Care,,,,These products are fabricated using the finest grade raw material and sophisticated technology. The offered products are designed with high precision under the supervision of our experts in order to meet the international quality standards. These products are highly appreciated by our clients for their features like fine finish Hygienic Skin friendly These Are Widely Used In Clinics And Other Health And Hospitality Sectors Or In Home & Kitchen Or Resturant,18-09-18 0:00,0,
Antil's Disposable 3ply Surgical Elastic Face Mask Pack of 25,B085LPT31R,Antil's,,,,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,07-03-20 0:00,0,
Global Statclean Systems Anti-Pollution Mask Standard size Black - Pack of 5 Pieces,B07GVJR8JY,GLOBAL STATCLEAN SYSTEMS,,,,Everyone will benefit from wearing a nti Pollution Mask but if you fall in the following groups your health is more at risk and you should therefore take immediate steps to get yourself PM 2.5 Filter Face Mask: People with respiratory complications such as asthma or lung disease If you are obese or have diabetes If you have been diagnosed with a cardiovascular disease Children teenagers and the elderly Expectant women and new mothers.,26-08-18 0:00,4,
HandPro Latex Medical Examination Disposable Powderd Hand Gloves - 1 Box Medium,B07T4WXRL2,HandPRO,,,,Every day we are exposed to germs bacteria viruses mold solvents chemicals or cancer-causing agents that can enter the body through our hands and skin. These hazards live on the surface of hands and can be transmitted through touch. Disposable gloves are effective in minimizing transfer risks and protecting public health. Not all gloves are equal! The HandPro has built an industry-leading reputation for consistent quality and fair price. The gloves you buy today will perform equal or better than the gloves you bought previously. Our gloves are less likely to rip or tear. We avoid cost-cutting and material reformulations that often result in inferior products or health risks. Choose the right glove for the right application. Glove variables include material price comfort fit durability and personal preference. Latex is the material of choice for many labs medical offices cleaning companies and law enforcement agencies. Around the home Latex gloves can be used indoors or outdoors in the kitchen or garage for lawn equipment repair cleaning personal care painting arts and crafts.,15-06-19 0:00,23,
Standard comfort Disposable Pollution/Surgical Elastic Mask Surgical Face Mask with Earloop Great for Air Pollution Virus. 20,B085F2FR8Z,Mashur Fab,,,,IND mask covers the userâ€™s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical laser isolation dental or medical procedure masks with or without a face shield.,02-03-20 0:00,0,
SURGICOMFORT Powder Free Examination Gloves100 Pcs Box Size Medium,B073XMQVMY,SURGICOMFORT,,,,surgicomfort Powder-Free Gloves are NON-STERILE & meant for single use. These gloves are used mostly by healthcare professionals and Industrial Use but also could be used in many applications.,27-06-18 0:00,0,
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 5,B085NK8YVT,NV MART,449,249,45%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,09-03-20 0:00,0,NV MART
Standard comfort Disposable Pollution/Surgical Elastic Mask Surgical Face Mask with Earloop Great for Air Pollution Virus. 10,B085KXT31K,OM FAB,9999,2500,75%,IND mask covers the userâ€™s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical laser isolation dental or medical procedure masks with or without a face shield.,11-02-20 0:00,0,Om Fab
Toas Disposable Earloop Medical Face Masks Three Layer 3 Ply Non-Woven Face Mask Nose Mask Dust Mask Pollution Mask Surgical Face Mask for Air Pollution Virus Protection Pack of 50pc.,B085MCWL3M,TOAS,,,,3 Ply face mask Made of premium cotton and non-woven fabric provides the feature of soft texture quick drying you can sit on the face comfortably seal correctly around mouth and face breath freely to protect yourself against potentially life-threatening danger. This is 50pc. of Bundle.,06-03-20 0:00,0,
Elect Store Anti Pollution Face Mask Cotten for Boys & Girls Safty Protction from All type GirmVirus Dust ETC Combo Pack-6 Pieces Black color,B084MDJQ85,Elect Store,999,349,65%,High quality filter media which blocks PM 2.5 dust haze bacteria influenza viruses,07-03-20 0:00,0,Elect store
